sale_id,date,customer_id,product_id,city,quantity,unit_price,discount
94,2024-04-19,65,15,Mumbai,1,54544.1,0.05
95,2024-04-30,193,1,Lucknow,2,35572.45,0.0
96,2024-06-18,7,2,Hyderabad,3,27306.54,0.1
97,2024-05-31,130,5,Hyderabad,1,36204.53,0.15
98,2024-01-23,168,18,Hyderabad,2,17837.89,0.05
99,2024-09-23,31,13,Bangalore,3,20702.52,0.15
100,2024-05-03,78,18,Mumbai,1,17837.89,0.05
101,2024-03-08,49,7,Mumbai,3,22836.91,0.1
102,2024-12-23,1,7,Mumbai,3,22836.91,0.15
103,2024-02-25,103,3,Mumbai,2,32307.17,0.0
104,2024-03-14,112,3,Mumbai,2,32307.17,0.15
105,2024-07-28,193,8,Lucknow,3,47883.97,0.05
106,2024-01-31,11,16,Hyderabad,3,46391.05,0.0
107,2024-10-06,177,16,Bangalore,1,46391.05,0.05
108,2024-12-16,133,16,Bangalore,2,46391.05,0.0
109,2024-09-22,152,12,Mumbai,3,58076.27,0.1
110,2024-07-15,27,5,Delhi,3,36204.53,0.0
111,2024-10-14,160,15,Lucknow,3,54544.1,0.0
112,2024-09-10,165,19,Delhi,3,11452.98,0.0
113,2024-11-22,41,5,Hyderabad,1,36204.53,0.1
114,2024-07-24,132,2,Bangalore,1,27306.54,0.15
115,2024-08-21,185,11,Hyderabad,2,20668.93,0.1
116,2024-11-29,98,18,Mumbai,3,17837.89,0.0
117,2024-07-07,152,5,Delhi,3,36204.53,0.05
118,2024-01-10,185,19,Delhi,1,11452.98,0.15
119,2024-04-02,139,20,Bangalore,2,41431.21,0.05
120,2024-09-07,31,1,Lucknow,1,35572.45,0.05
121,2024-01-08,150,17,Hyderabad,2,18981.18,0.05
122,2024-01-23,128,8,Bangalore,1,47883.97,0.1
123,2024-11-13,5,20,Hyderabad,1,41431.21,0.15
124,2024-06-29,68,5,Bangalore,3,36204.53,0.0
125,2024-09-06,187,15,Bangalore,2,54544.1,0.05
126,2024-04-17,24,17,Lucknow,1,18981.18,0.0
127,2024-06-17,54,6,Lucknow,3,20720.01,0.05
128,2024-03-26,115,3,Hyderabad,3,32307.17,0.1
129,2024-04-15,142,13,Hyderabad,2,20702.52,0.0
130,2024-08-09,110,6,Lucknow,1,20720.01,0.15
131,2024-02-13,11,20,Delhi,2,41431.21,0.0
132,2024-01-24,75,19,Mumbai,2,11452.98,0.15
133,2024-08-02,17,10,Mumbai,1,40498.63,0.15
134,2024-04-22,72,19,Lucknow,3,11452.98,0.1
135,2024-05-08,123,6,Lucknow,3,20720.01,0.1
136,2024-02-04,194,19,Mumbai,1,11452.98,0.0
137,2024-01-25,73,7,Lucknow,3,22836.91,0.05
138,2024-04-07,178,11,Hyderabad,1,20668.93,0.15
139,2024-08-27,77,14,Mumbai,2,36789.73,0.0
140,2024-11-24,147,3,Lucknow,3,32307.17,0.1
141,2024-04-10,128,5,Bangalore,2,36204.53,0.1
142,2024-12-03,5,20,Hyderabad,1,41431.21,0.05
143,2024-08-05,68,5,Mumbai,3,36204.53,0.0
144,2024-08-23,7,4,Hyderabad,3,13316.0,0.1
145,2024-05-31,13,12,Delhi,1,58076.27,0.15
146,2024-01-07,22,6,Lucknow,3,20720.01,0.1
147,2024-01-08,143,10,Delhi,3,40498.63,0.1
148,2024-09-30,31,20,Hyderabad,1,41431.21,0.05
149,2024-09-27,23,13,Bangalore,3,20702.52,0.0
150,2024-08-08,81,13,Lucknow,2,20702.52,0.05
151,2024-06-24,126,13,Bangalore,3,20702.52,0.1
152,2024-06-08,179,1,Hyderabad,2,35572.45,0.0
153,2024-12-19,184,17,Bangalore,1,18981.18,0.1
154,2024-10-24,119,12,Mumbai,1,58076.27,0.0
155,2024-02-01,27,16,Mumbai,1,46391.05,0.15
156,2024-03-26,10,7,Lucknow,2,22836.91,0.0
157,2024-03-27,116,20,Lucknow,1,41431.21,0.05
158,2024-05-01,133,9,Hyderabad,1,22585.7,0.1
159,2024-08-29,94,6,Delhi,3,20720.01,0.1
160,2024-03-30,127,11,Lucknow,1,20668.93,0.0
161,2024-06-16,6,11,Lucknow,2,20668.93,0.1
162,2024-05-20,167,19,Delhi,1,11452.98,0.0
163,2024-06-20,80,6,Lucknow,1,20720.01,0.0
164,2024-04-05,129,9,Hyderabad,3,22585.7,0.05
165,2024-02-06,136,12,Lucknow,1,58076.27,0.1
166,2024-11-21,8,7,Delhi,1,22836.91,0.15
167,2024-02-01,59,20,Mumbai,3,41431.21,0.0
168,2024-07-23,99,10,Mumbai,1,40498.63,0.15
169,2024-09-13,188,5,Lucknow,2,36204.53,0.15
170,2024-09-27,96,5,Bangalore,2,36204.53,0.15
171,2024-02-28,123,5,Lucknow,1,36204.53,0.0
172,2024-07-14,32,10,Bangalore,2,40498.63,0.05
173,2024-06-12,166,11,Hyderabad,2,20668.93,0.05
174,2024-03-27,38,4,Bangalore,1,13316.0,0.1
175,2024-06-18,143,18,Bangalore,1,17837.89,0.05
176,2024-05-18,29,15,Bangalore,3,54544.1,0.05
177,2024-09-09,28,13,Delhi,1,20702.52,0.15
178,2024-08-09,29,18,Mumbai,1,17837.89,0.1
179,2024-11-18,98,6,Lucknow,3,20720.01,0.0
180,2024-08-21,171,9,Hyderabad,3,22585.7,0.15
181,2024-08-13,65,5,Mumbai,3,36204.53,0.1
182,2024-07-22,163,13,Lucknow,3,20702.52,0.1
183,2024-06-17,129,7,Mumbai,1,22836.91,0.05
184,2024-07-11,126,12,Delhi,2,58076.27,0.0
185,2024-08-08,99,14,Lucknow,2,36789.73,0.0
186,2024-11-17,118,10,Hyderabad,2,40498.63,0.15
187,2024-02-12,43,5,Lucknow,1,36204.53,0.1
188,2024-01-20,131,3,Mumbai,2,32307.17,0.15
189,2024-09-30,79,6,Delhi,3,20720.01,0.0
190,2024-09-22,54,1,Bangalore,3,35572.45,0.15
191,2024-01-19,140,9,Hyderabad,2,22585.7,0.15
192,2024-06-07,16,16,Lucknow,2,46391.05,0.0
193,2024-11-02,196,10,Hyderabad,3,40498.63,0.0
194,2024-05-07,176,9,Mumbai,1,22585.7,0.05
195,2024-02-07,53,15,Lucknow,3,54544.1,0.05
196,2024-01-03,89,20,Lucknow,2,41431.21,0.05
197,2024-09-27,173,11,Bangalore,1,20668.93,0.15
198,2024-04-27,8,1,Mumbai,1,35572.45,0.15
199,2024-10-11,178,17,Lucknow,1,18981.18,0.0
200,2024-04-03,149,11,Bangalore,2,20668.93,0.05
201,2024-09-13,37,16,Delhi,1,46391.05,0.0
202,2024-04-27,103,8,Mumbai,3,47883.97,0.1
203,2024-11-30,194,5,Lucknow,3,36204.53,0.15
204,2024-03-24,58,15,Lucknow,1,54544.1,0.15
205,2024-06-19,115,14,Hyderabad,2,36789.73,0.0
206,2024-03-12,87,14,Bangalore,3,36789.73,0.0
207,2024-01-24,193,11,Delhi,2,20668.93,0.0
208,2024-12-13,128,3,Mumbai,2,32307.17,0.1
209,2024-01-17,107,13,Bangalore,2,20702.52,0.1
210,2024-11-03,155,17,Lucknow,2,18981.18,0.05
211,2024-05-02,94,12,Bangalore,3,58076.27,0.15
212,2024-11-14,193,10,Hyderabad,3,40498.63,0.0
213,2024-03-25,167,1,Hyderabad,2,35572.45,0.05
214,2024-03-12,166,13,Mumbai,1,20702.52,0.1
215,2024-09-09,119,2,Lucknow,1,27306.54,0.15
216,2024-11-17,161,11,Bangalore,3,20668.93,0.0
217,2024-06-12,179,2,Hyderabad,2,27306.54,0.0
218,2024-04-24,152,6,Hyderabad,3,20720.01,0.1
219,2024-08-09,77,17,Bangalore,2,18981.18,0.15
220,2024-08-27,7,16,Bangalore,1,46391.05,0.15
221,2024-04-16,104,18,Mumbai,3,17837.89,0.0
222,2024-03-28,8,6,Lucknow,3,20720.01,0.1
223,2024-10-10,47,8,Delhi,3,47883.97,0.1
224,2024-10-30,160,3,Delhi,3,32307.17,0.15
225,2024-05-18,158,3,Delhi,1,32307.17,0.1
226,2024-09-13,8,11,Lucknow,3,20668.93,0.1
227,2024-05-16,169,11,Mumbai,3,20668.93,0.05
228,2024-06-12,63,5,Lucknow,3,36204.53,0.05
229,2024-03-10,54,2,Hyderabad,2,27306.54,0.15
230,2024-03-02,7,13,Delhi,1,20702.52,0.1
231,2024-04-09,117,13,Mumbai,3,20702.52,0.15
232,2024-02-27,192,19,Mumbai,2,11452.98,0.15
233,2024-04-05,177,15,Hyderabad,2,54544.1,0.0
234,2024-05-31,71,13,Lucknow,2,20702.52,0.1
235,2024-10-04,92,8,Bangalore,2,47883.97,0.05
236,2024-06-23,155,13,Delhi,2,20702.52,0.1
237,2024-08-02,112,13,Lucknow,2,20702.52,0.1
238,2024-08-29,141,5,Lucknow,1,36204.53,0.05
239,2024-06-08,15,8,Mumbai,3,47883.97,0.05
240,2024-10-01,47,19,Bangalore,3,11452.98,0.05
241,2024-05-24,164,11,Delhi,3,20668.93,0.05
242,2024-09-21,78,7,Hyderabad,1,22836.91,0.1
243,2024-11-27,121,18,Hyderabad,2,17837.89,0.1
244,2024-01-25,21,20,Delhi,3,41431.21,0.15
245,2024-05-26,77,11,Delhi,2,20668.93,0.0
246,2024-07-31,189,19,Bangalore,2,11452.98,0.0
247,2024-05-10,176,20,Delhi,3,41431.21,0.15
248,2024-11-11,146,18,Mumbai,3,17837.89,0.1
249,2024-01-06,46,7,Lucknow,1,22836.91,0.15
250,2024-08-09,70,9,Bangalore,2,22585.7,0.1
251,2024-02-07,156,9,Lucknow,1,22585.7,0.05
252,2024-01-08,37,9,Mumbai,3,22585.7,0.15
253,2024-06-26,152,5,Lucknow,1,36204.53,0.15
254,2024-11-14,99,12,Delhi,2,58076.27,0.05
255,2024-11-20,80,8,Mumbai,2,47883.97,0.1
256,2024-01-16,71,15,Bangalore,3,54544.1,0.15
257,2024-05-18,57,1,Mumbai,1,35572.45,0.05
258,2024-08-30,60,2,Hyderabad,2,27306.54,0.1
259,2024-10-01,122,4,Mumbai,1,13316.0,0.05
260,2024-04-28,52,17,Delhi,3,18981.18,0.1
261,2024-07-23,142,2,Hyderabad,2,27306.54,0.05
262,2024-09-07,129,5,Hyderabad,1,36204.53,0.15
263,2024-12-11,27,18,Delhi,3,17837.89,0.1
264,2024-12-24,187,1,Hyderabad,2,35572.45,0.05
265,2024-10-15,1,19,Hyderabad,2,11452.98,0.05
266,2024-06-26,176,7,Mumbai,3,22836.91,0.1
267,2024-08-01,39,17,Lucknow,2,18981.18,0.0
268,2024-04-25,111,17,Mumbai,3,18981.18,0.0
269,2024-07-06,178,8,Delhi,1,47883.97,0.0
270,2024-03-06,182,8,Delhi,2,47883.97,0.15
271,2024-07-13,26,16,Mumbai,1,46391.05,0.0
272,2024-01-19,116,12,Lucknow,1,58076.27,0.1
273,2024-06-16,169,14,Hyderabad,3,36789.73,0.15
274,2024-06-05,46,12,Bangalore,2,58076.27,0.1
275,2024-05-12,91,14,Lucknow,1,36789.73,0.15
276,2024-11-09,98,2,Lucknow,2,27306.54,0.05
277,2024-03-27,39,14,Delhi,3,36789.73,0.05
278,2024-12-26,25,10,Hyderabad,1,40498.63,0.1
279,2024-11-22,47,8,Mumbai,2,47883.97,0.1
280,2024-11-03,16,19,Mumbai,1,11452.98,0.05
281,2024-09-03,94,9,Lucknow,3,22585.7,0.15
282,2024-01-16,14,19,Delhi,2,11452.98,0.0
283,2024-06-19,111,17,Mumbai,3,18981.18,0.05
284,2024-10-17,130,20,Lucknow,3,41431.21,0.0
285,2024-02-11,108,9,Mumbai,2,22585.7,0.15
286,2024-05-08,185,2,Lucknow,2,27306.54,0.05
287,2024-05-11,145,17,Mumbai,1,18981.18,0.15
288,2024-12-25,52,16,Delhi,2,46391.05,0.15
289,2024-10-16,164,15,Lucknow,1,54544.1,0.05
290,2024-05-03,160,13,Hyderabad,3,20702.52,0.0
291,2024-04-19,195,5,Delhi,3,36204.53,0.1
292,2024-01-20,41,6,Delhi,2,20720.01,0.15
293,2024-04-28,41,18,Lucknow,2,17837.89,0.05
294,2024-09-24,42,18,Hyderabad,2,17837.89,0.0
295,2024-03-31,13,20,Lucknow,2,41431.21,0.0
296,2024-02-12,68,11,Hyderabad,2,20668.93,0.0
297,2024-03-08,133,15,Lucknow,1,54544.1,0.05
298,2024-06-26,187,11,Lucknow,2,20668.93,0.0
299,2024-10-05,42,16,Bangalore,3,46391.05,0.15
300,2024-05-31,148,2,Mumbai,2,27306.54,0.15
301,2024-01-07,148,1,Delhi,2,35572.45,0.15
302,2024-06-13,168,15,Lucknow,1,54544.1,0.15
303,2024-11-06,144,3,Lucknow,1,32307.17,0.05
304,2024-04-03,146,15,Mumbai,3,54544.1,0.15
305,2024-08-15,151,7,Hyderabad,1,22836.91,0.05
306,2024-11-14,15,8,Lucknow,3,47883.97,0.1
307,2024-04-23,67,20,Delhi,2,41431.21,0.0
308,2024-01-25,29,3,Delhi,1,32307.17,0.15
309,2024-04-11,70,10,Delhi,3,40498.63,0.1
310,2024-09-06,44,14,Hyderabad,2,36789.73,0.15
311,2024-02-11,70,2,Delhi,3,27306.54,0.15
312,2024-10-02,126,20,Delhi,1,41431.21,0.0
313,2024-11-01,73,17,Lucknow,2,18981.18,0.15
314,2024-06-17,136,18,Lucknow,1,17837.89,0.1
315,2024-07-17,67,20,Bangalore,2,41431.21,0.1
316,2024-09-02,8,12,Lucknow,3,58076.27,0.15
317,2024-04-10,39,2,Mumbai,1,27306.54,0.05
318,2024-08-31,75,13,Hyderabad,2,20702.52,0.1
319,2024-05-03,76,8,Delhi,2,47883.97,0.05
320,2024-02-08,71,3,Lucknow,2,32307.17,0.0
321,2024-11-25,37,13,Delhi,1,20702.52,0.1
322,2024-02-14,141,17,Lucknow,3,18981.18,0.15
323,2024-10-25,15,11,Bangalore,2,20668.93,0.15
324,2024-11-10,121,15,Delhi,2,54544.1,0.15
325,2024-05-30,117,20,Lucknow,2,41431.21,0.1
326,2024-01-27,70,8,Mumbai,1,47883.97,0.0
327,2024-03-14,44,8,Mumbai,3,47883.97,0.05
328,2024-12-31,38,1,Mumbai,3,35572.45,0.1
329,2024-08-10,17,8,Hyderabad,3,47883.97,0.0
330,2024-07-10,79,7,Lucknow,3,22836.91,0.1
331,2024-02-16,42,10,Lucknow,3,40498.63,0.0
332,2024-05-26,39,19,Hyderabad,1,11452.98,0.05
333,2024-01-13,85,17,Bangalore,1,18981.18,0.05
334,2024-12-04,26,5,Hyderabad,3,36204.53,0.0
335,2024-08-30,50,1,Delhi,3,35572.45,0.15
336,2024-06-24,83,11,Delhi,2,20668.93,0.0
337,2024-09-09,94,4,Hyderabad,2,13316.0,0.1
338,2024-02-13,196,11,Hyderabad,3,20668.93,0.0
339,2024-08-13,107,6,Mumbai,3,20720.01,0.05
340,2024-01-05,37,12,Hyderabad,2,58076.27,0.1
341,2024-06-30,172,7,Mumbai,3,22836.91,0.15
342,2024-05-12,113,3,Delhi,1,32307.17,0.1
343,2024-10-25,14,2,Mumbai,3,27306.54,0.0
344,2024-03-28,156,10,Hyderabad,3,40498.63,0.05
345,2024-04-18,69,13,Lucknow,1,20702.52,0.15
346,2024-05-20,52,9,Bangalore,2,22585.7,0.05
347,2024-05-06,154,2,Lucknow,2,27306.54,0.15
348,2024-08-14,159,4,Delhi,3,13316.0,0.1
349,2024-02-22,198,16,Bangalore,1,46391.05,0.05
350,2024-10-22,118,20,Mumbai,3,41431.21,0.0
351,2024-09-25,39,4,Delhi,1,13316.0,0.15
352,2024-05-13,52,13,Mumbai,2,20702.52,0.15
353,2024-01-15,95,16,Delhi,3,46391.05,0.1
354,2024-07-16,46,15,Mumbai,1,54544.1,0.0
355,2024-02-21,62,17,Hyderabad,3,18981.18,0.15
356,2024-03-18,151,18,Hyderabad,3,17837.89,0.1
357,2024-04-14,97,4,Hyderabad,2,13316.0,0.15
358,2024-12-28,98,12,Hyderabad,3,58076.27,0.1
359,2024-04-04,39,2,Lucknow,2,27306.54,0.1
360,2024-06-18,151,4,Mumbai,2,13316.0,0.05
361,2024-02-12,110,2,Bangalore,1,27306.54,0.1
362,2024-07-21,172,19,Bangalore,1,11452.98,0.05
363,2024-07-08,89,12,Hyderabad,3,58076.27,0.05
364,2024-09-19,1,10,Bangalore,2,40498.63,0.15
365,2024-01-17,49,1,Hyderabad,1,35572.45,0.1
366,2024-06-05,33,18,Mumbai,1,17837.89,0.1
367,2024-03-11,73,11,Lucknow,2,20668.93,0.1
368,2024-12-08,197,19,Lucknow,3,11452.98,0.05
369,2024-02-28,71,10,Lucknow,1,40498.63,0.0
370,2024-09-18,39,8,Mumbai,1,47883.97,0.05
371,2024-09-17,143,20,Bangalore,1,41431.21,0.15
372,2024-04-13,12,12,Mumbai,3,58076.27,0.05
373,2024-05-27,63,9,Bangalore,2,22585.7,0.05
374,2024-10-24,58,8,Delhi,3,47883.97,0.05
375,2024-09-22,149,18,Lucknow,2,17837.89,0.0
376,2024-03-05,122,7,Hyderabad,3,22836.91,0.0
377,2024-09-03,47,12,Bangalore,1,58076.27,0.05
378,2024-03-21,49,8,Bangalore,2,47883.97,0.1
379,2024-11-28,124,4,Delhi,1,13316.0,0.0
380,2024-06-14,6,9,Bangalore,3,22585.7,0.05
381,2024-06-29,93,14,Mumbai,2,36789.73,0.15
382,2024-06-05,96,10,Lucknow,1,40498.63,0.05
383,2024-11-16,44,11,Bangalore,2,20668.93,0.1
384,2024-06-11,69,12,Hyderabad,3,58076.27,0.0
385,2024-08-05,2,8,Delhi,1,47883.97,0.1
386,2024-02-13,34,12,Bangalore,1,58076.27,0.15
387,2024-07-11,122,11,Bangalore,1,20668.93,0.05
388,2024-01-31,110,7,Mumbai,1,22836.91,0.05
389,2024-02-06,170,3,Mumbai,1,32307.17,0.0
390,2024-04-21,135,13,Bangalore,3,20702.52,0.15
391,2024-03-29,129,17,Bangalore,2,18981.18,0.0
392,2024-11-20,186,3,Hyderabad,1,32307.17,0.05
393,2024-04-27,134,8,Delhi,3,47883.97,0.05
394,2024-08-17,24,10,Mumbai,1,40498.63,0.1
395,2024-10-18,76,10,Lucknow,3,40498.63,0.05
396,2024-10-30,58,15,Hyderabad,1,54544.1,0.0
397,2024-04-17,149,5,Mumbai,3,36204.53,0.15
398,2024-07-28,181,18,Bangalore,1,17837.89,0.0
399,2024-09-07,200,19,Lucknow,2,11452.98,0.15
400,2024-04-10,166,11,Delhi,3,20668.93,0.1
401,2024-04-18,166,10,Bangalore,1,40498.63,0.1
402,2024-03-25,56,5,Bangalore,3,36204.53,0.05
403,2024-10-08,70,10,Delhi,3,40498.63,0.1
404,2024-01-06,76,19,Mumbai,2,11452.98,0.05
405,2024-08-13,146,16,Bangalore,2,46391.05,0.1
406,2024-06-20,156,15,Delhi,1,54544.1,0.0
407,2024-07-07,179,9,Mumbai,2,22585.7,0.05
408,2024-03-08,22,7,Delhi,2,22836.91,0.05
409,2024-07-14,13,18,Delhi,3,17837.89,0.0
410,2024-08-04,107,2,Delhi,2,27306.54,0.0
411,2024-05-02,151,14,Mumbai,3,36789.73,0.15
412,2024-11-06,198,5,Lucknow,2,36204.53,0.15
413,2024-09-17,199,16,Hyderabad,2,46391.05,0.0
414,2024-08-13,38,9,Lucknow,3,22585.7,0.05
415,2024-11-28,81,11,Hyderabad,2,20668.93,0.1
416,2024-09-28,164,15,Mumbai,1,54544.1,0.15
417,2024-04-25,179,12,Lucknow,3,58076.27,0.0
418,2024-02-29,181,4,Mumbai,2,13316.0,0.05
419,2024-05-14,3,14,Bangalore,1,36789.73,0.0
420,2024-02-11,129,20,Mumbai,2,41431.21,0.05
421,2024-01-11,173,6,Hyderabad,1,20720.01,0.0
422,2024-02-09,93,16,Hyderabad,3,46391.05,0.1
423,2024-04-24,163,5,Lucknow,1,36204.53,0.05
424,2024-06-03,111,18,Lucknow,1,17837.89,0.1
425,2024-03-28,115,3,Mumbai,3,32307.17,0.1
426,2024-01-02,28,11,Hyderabad,2,20668.93,0.0
427,2024-05-18,82,16,Hyderabad,3,46391.05,0.15
428,2024-12-17,49,20,Lucknow,1,41431.21,0.1
429,2024-12-26,181,12,Mumbai,2,58076.27,0.15
430,2024-03-06,9,5,Bangalore,1,36204.53,0.1
431,2024-01-06,136,10,Bangalore,2,40498.63,0.0
432,2024-11-17,147,1,Delhi,3,35572.45,0.0
433,2024-07-08,178,1,Lucknow,1,35572.45,0.15
434,2024-04-21,116,3,Hyderabad,2,32307.17,0.15
435,2024-07-07,136,20,Hyderabad,2,41431.21,0.1
436,2024-08-24,31,20,Mumbai,3,41431.21,0.15
437,2024-01-07,135,11,Delhi,1,20668.93,0.05
438,2024-07-01,191,6,Mumbai,3,20720.01,0.0
439,2024-10-21,151,4,Lucknow,3,13316.0,0.0
440,2024-04-15,86,16,Hyderabad,1,46391.05,0.15
441,2024-02-24,109,12,Mumbai,3,58076.27,0.15
442,2024-01-14,150,3,Hyderabad,2,32307.17,0.0
443,2024-09-12,199,2,Hyderabad,1,27306.54,0.15
444,2024-08-13,99,15,Hyderabad,3,54544.1,0.1
445,2024-01-08,73,9,Lucknow,3,22585.7,0.0
446,2024-08-14,20,13,Bangalore,1,20702.52,0.05
447,2024-09-22,34,17,Delhi,1,18981.18,0.0
448,2024-12-30,23,19,Bangalore,1,11452.98,0.0
449,2024-07-21,188,7,Bangalore,3,22836.91,0.15
450,2024-07-27,166,19,Hyderabad,1,11452.98,0.05
451,2024-02-26,176,3,Mumbai,1,32307.17,0.1
452,2024-01-15,176,11,Hyderabad,3,20668.93,0.0
453,2024-08-15,83,5,Hyderabad,1,36204.53,0.1
454,2024-12-06,185,13,Lucknow,3,20702.52,0.15
455,2024-04-14,128,2,Delhi,3,27306.54,0.05
456,2024-07-13,59,12,Lucknow,2,58076.27,0.05
457,2024-10-27,97,20,Lucknow,1,41431.21,0.0
458,2024-05-12,128,19,Mumbai,2,11452.98,0.15
459,2024-02-28,44,20,Hyderabad,3,41431.21,0.05
460,2024-02-01,63,2,Mumbai,3,27306.54,0.15
461,2024-06-13,63,1,Mumbai,1,35572.45,0.05
462,2024-01-30,181,6,Bangalore,3,20720.01,0.0
463,2024-04-23,98,15,Bangalore,1,54544.1,0.1
464,2024-02-11,180,3,Bangalore,2,32307.17,0.15
